,sc_id,msnv_id,intervention,seg_start_stamp,trigger_start_stamp,seg_end_stamp,trigger_delay,numfixations,timetofirstfixation,trigger_to_fixation_time
296,15,3,3_ref_104_rule,366137,447134.0,546769,80997.0,10.0,149337.0,68340.0
297,15,20,20_ref_100_rule,598292,613969.0,662339,15677.0,8.0,38956.0,23279.0
298,15,20,20_ref_101_rule,598292,621738.0,662339,23446.0,6.0,46809.0,23363.0
299,15,9,9_ref_101_rule,679069,707430.0,765684,28361.0,4.0,55462.0,27101.0
300,15,9,9_ref_100_rule,679069,715490.0,765684,36421.0,10.0,43529.0,7108.0
301,15,30,30_ref_100_rule,804008,819534.0,901404,15526.0,47.0,37580.0,22054.0
302,15,72,72_ref_100_rule,932957,947550.0,1021761,14593.0,9.0,31586.0,16993.0
303,15,72,72_ref_102_rule,932957,956060.0,1021761,23103.0,12.0,34526.0,11423.0
304,15,11,11_ref_101_rule,1045353,1065333.0,1152994,19980.0,10.0,46875.0,26895.0
305,15,27,27_ref_103_rule,1177844,1200278.0,1260402,22434.0,10.0,43420.0,20986.0
306,15,27,27_ref_102_rule,1177844,1211685.0,1260402,33841.0,3.0,71067.0,37226.0
307,15,27,27_ref_104_rule,1177844,1216898.0,1260402,39054.0,22.0,42221.0,3167.0
308,15,5,5_ref_100_rule,1289457,1322057.0,1476010,32600.0,8.0,106350.0,73750.0
309,15,5,5_ref_101_rule,1289457,1328976.0,1476010,39519.0,1.0,141277.0,101758.0
310,15,5,5_ref_103_rule,1289457,1335679.0,1476010,46222.0,57.0,113878.0,67656.0
311,15,5,5_ref_104_rule,1289457,1365281.0,1476010,75824.0,30.0,100196.0,24372.0
312,15,66,66_ref_101_rule,1505381,1533990.0,1605519,28609.0,5.0,53047.0,24438.0
313,15,60,60_ref_101_rule,1626396,1637433.0,1705898,11037.0,11.0,27681.0,16644.0
314,15,60,60_ref_100_rule,1626396,1647001.0,1705898,20605.0,40.0,35217.0,14612.0
315,15,28,28_ref_100_rule,1731198,1746264.0,1841912,15066.0,10.0,54746.0,39680.0
316,15,28,28_ref_101_rule,1731198,1754358.0,1841912,23160.0,5.0,65222.0,42062.0
317,15,28,28_ref_104_rule,1731198,1761652.0,1841912,30454.0,4.0,48891.0,18437.0
318,15,28,28_ref_103_rule,1731198,1773509.0,1841912,42311.0,19.0,44569.0,2258.0
319,17,74,74_ref_101_rule,46940,64507.0,81109,17567.0,2.0,23917.0,6350.0
320,17,28,28_ref_100_rule,95723,103302.0,136720,7579.0,3.0,33669.0,26090.0
321,17,28,28_ref_101_rule,95723,107025.0,136720,11302.0,2.0,36184.0,24882.0
322,17,28,28_ref_104_rule,95723,114719.0,136720,18996.0,4.0,32852.0,13856.0
323,17,30,30_ref_100_rule,158338,166263.0,190591,7925.0,6.0,22085.0,14160.0
324,17,3,3_ref_106_rule,215341,236077.0,277896,20736.0,4.0,50947.0,30211.0
325,17,3,3_ref_101_rule,215341,250891.0,277896,35550.0,2.0,53287.0,17737.0
326,17,76,76_ref_101_rule,312705,324835.0,338796,12130.0,,,
327,17,76,76_ref_100_rule,312705,334594.0,338796,21889.0,,,
328,17,20,20_ref_100_rule,362038,368019.0,392450,5981.0,3.0,18287.0,12306.0
329,17,20,20_ref_101_rule,362038,373631.0,392450,11593.0,5.0,18762.0,7169.0
330,17,60,60_ref_101_rule,411353,416557.0,440283,5204.0,0.0,-1.0,
331,17,60,60_ref_100_rule,411353,423260.0,440283,11907.0,9.0,15348.0,3441.0
332,17,11,11_ref_101_rule,458404,467493.0,486492,9089.0,8.0,19236.0,10147.0
333,17,5,5_ref_100_rule,514290,533368.0,569035,19078.0,0.0,-1.0,
334,17,5,5_ref_101_rule,514290,542661.0,569035,28371.0,0.0,-1.0,
335,17,27,27_ref_103_rule,592344,604056.0,627636,11712.0,5.0,31986.0,20274.0
336,17,27,27_ref_102_rule,592344,616322.0,627636,23978.0,1.0,34984.0,11006.0
337,17,66,66_ref_101_rule,643642,659905.0,673121,16263.0,3.0,21518.0,5255.0
338,17,62,62_ref_101_rule,685654,693280.0,716108,7626.0,1.0,26590.0,18964.0
339,17,62,62_ref_100_rule,685654,708801.0,716108,23147.0,1.0,26939.0,3792.0
340,17,9,9_ref_101_rule,743297,749753.0,763949,6456.0,10.0,11658.0,5202.0
341,17,72,72_ref_100_rule,780238,785959.0,812432,5721.0,6.0,19328.0,13607.0
342,17,72,72_ref_102_rule,780238,793653.0,812432,13415.0,2.0,24999.0,11584.0
343,18,11,11_ref_101_rule,80906,114614.0,149058,33708.0,2.0,59891.0,26183.0
344,18,76,76_ref_101_rule,192995,215469.0,240270,22474.0,,,
345,18,27,27_ref_103_rule,267442,291510.0,354465,24068.0,6.0,54013.0,29945.0
346,18,27,27_ref_102_rule,267442,308048.0,354465,40606.0,0.0,-1.0,
347,18,27,27_ref_104_rule,267442,316191.0,354465,48749.0,1.0,49508.0,759.0
348,18,28,28_ref_100_rule,374976,386279.0,411075,11303.0,3.0,30503.0,19200.0
349,18,28,28_ref_101_rule,374976,391191.0,411075,16215.0,0.0,-1.0,
350,18,28,28_ref_104_rule,374976,403915.0,411075,28939.0,0.0,-1.0,
351,18,74,74_ref_101_rule,427239,449196.0,460449,21957.0,12.0,23026.0,1069.0
352,18,60,60_ref_101_rule,481268,491530.0,529968,10262.0,2.0,27073.0,16811.0
353,18,60,60_ref_100_rule,481268,512080.0,529968,30812.0,2.0,47009.0,16197.0
354,18,9,9_ref_101_rule,550245,579170.0,594764,28925.0,3.0,30354.0,1429.0
355,18,3,3_ref_106_rule,630906,651638.0,729612,20732.0,1.0,88471.0,67739.0
356,18,3,3_ref_101_rule,630906,669633.0,729612,38727.0,1.0,91852.0,53125.0
357,18,3,3_ref_100_rule,630906,680524.0,729612,49618.0,0.0,-1.0,
358,18,3,3_ref_105_rule,630906,689825.0,729612,58919.0,4.0,92743.0,33824.0
359,18,3,3_ref_102_rule,630906,702424.0,729612,71518.0,1.0,88280.0,16762.0
360,18,30,30_ref_100_rule,770508,793961.0,817201,23453.0,8.0,25207.0,1754.0
361,18,66,66_ref_101_rule,842766,874390.0,904181,31624.0,9.0,37399.0,5775.0
362,18,62,62_ref_101_rule,918064,942553.0,974882,24489.0,11.0,43236.0,18747.0
363,18,5,5_ref_100_rule,1027495,1050744.0,1128126,23249.0,6.0,87556.0,64307.0
364,18,5,5_ref_101_rule,1027495,1063209.0,1128126,35714.0,0.0,-1.0,
365,18,5,5_ref_103_rule,1027495,1068838.0,1128126,41343.0,2.0,85274.0,43931.0
366,18,5,5_ref_104_rule,1027495,1080187.0,1128126,52692.0,1.0,86390.0,33698.0
367,18,72,72_ref_100_rule,1159087,1171625.0,1223259,12538.0,0.0,-1.0,
368,18,72,72_ref_102_rule,1159087,1181875.0,1223259,22788.0,5.0,30487.0,7699.0
369,18,20,20_ref_100_rule,1250649,1263354.0,1317735,12705.0,7.0,26648.0,13943.0
370,18,20,20_ref_101_rule,1250649,1275852.0,1317735,25203.0,5.0,46442.0,21239.0
371,20,20,20_ref_100_rule,44612,53843.0,115379,9231.0,1.0,27355.0,18124.0
372,20,20,20_ref_101_rule,44612,62236.0,115379,17624.0,0.0,-1.0,
373,20,27,27_ref_103_rule,139504,156131.0,223229,16627.0,3.0,17796.0,1169.0
374,20,27,27_ref_102_rule,139504,180920.0,223229,41416.0,0.0,-1.0,
375,20,27,27_ref_104_rule,139504,188006.0,223229,48502.0,0.0,-1.0,
376,20,11,11_ref_101_rule,260394,271192.0,310360,10798.0,5.0,41297.0,30499.0
377,20,5,5_ref_100_rule,339106,367502.0,469740,28396.0,4.0,30437.0,2041.0
378,20,5,5_ref_101_rule,339106,386287.0,469740,47181.0,0.0,-1.0,
379,20,5,5_ref_103_rule,339106,393732.0,469740,54626.0,7.0,56636.0,2010.0
380,20,5,5_ref_104_rule,339106,418329.0,469740,79223.0,0.0,-1.0,
381,20,9,9_ref_101_rule,512127,535448.0,586758,23321.0,0.0,-1.0,
382,20,9,9_ref_100_rule,512127,552993.0,586758,40866.0,0.0,-1.0,
383,20,30,30_ref_100_rule,608102,615994.0,689911,7892.0,2.0,60874.0,52982.0
384,20,60,60_ref_101_rule,705492,714069.0,770846,8577.0,1.0,18379.0,9802.0
385,20,60,60_ref_100_rule,705492,719298.0,770846,13806.0,9.0,16222.0,2416.0
386,20,3,3_ref_106_rule,797161,813567.0,934074,16406.0,0.0,-1.0,
387,20,3,3_ref_101_rule,797161,826316.0,934074,29155.0,0.0,-1.0,
388,20,3,3_ref_100_rule,797161,833485.0,934074,36324.0,0.0,-1.0,
389,20,3,3_ref_105_rule,797161,840755.0,934074,43594.0,0.0,-1.0,
390,20,3,3_ref_102_rule,797161,849789.0,934074,52628.0,0.0,-1.0,
391,20,3,3_ref_104_rule,797161,860090.0,934074,62929.0,0.0,-1.0,
392,20,66,66_ref_101_rule,962312,998583.0,1031414,36271.0,0.0,-1.0,
393,20,66,66_ref_100_rule,962312,1003413.0,1031414,41101.0,0.0,-1.0,
394,20,62,62_ref_100_rule,1045671,1073775.0,1159142,28104.0,0.0,-1.0,
395,20,62,62_ref_101_rule,1045671,1078080.0,1159142,32409.0,0.0,-1.0,
396,20,74,74_ref_101_rule,1214986,1239922.0,1274761,24936.0,0.0,-1.0,
397,20,76,76_ref_101_rule,1286078,1292856.0,1341173,6778.0,,,
398,20,76,76_ref_100_rule,1286078,1304864.0,1341173,18786.0,,,
399,20,72,72_ref_100_rule,1381553,1389290.0,1431144,7737.0,0.0,-1.0,
400,20,72,72_ref_102_rule,1381553,1395643.0,1431144,14090.0,0.0,-1.0,
401,20,28,28_ref_100_rule,1465928,1475116.0,1575710,9188.0,6.0,69360.0,60172.0
402,20,28,28_ref_101_rule,1465928,1480162.0,1575710,14234.0,0.0,-1.0,
403,20,28,28_ref_104_rule,1465928,1487032.0,1575710,21104.0,0.0,-1.0,
404,20,28,28_ref_103_rule,1465928,1491795.0,1575710,25867.0,0.0,-1.0,
405,21,9,9_ref_101_rule,56193,69111.0,97013,12918.0,4.0,27530.0,14612.0
406,21,9,9_ref_100_rule,56193,74057.0,97013,17864.0,2.0,30078.0,12214.0
407,21,30,30_ref_100_rule,119431,131954.0,155606,12523.0,9.0,18130.0,5607.0
408,21,74,74_ref_101_rule,258343,278849.0,286140,20506.0,6.0,21377.0,871.0
409,21,3,3_ref_106_rule,294559,310617.0,405456,16058.0,7.0,23925.0,7867.0
410,21,3,3_ref_101_rule,294559,330010.0,405456,35451.0,2.0,92843.0,57392.0
411,21,3,3_ref_100_rule,294559,342733.0,405456,48174.0,5.0,92485.0,44311.0
412,21,3,3_ref_105_rule,294559,358346.0,405456,63787.0,2.0,99513.0,35726.0
413,21,3,3_ref_102_rule,294559,369529.0,405456,74970.0,2.0,104943.0,29973.0
414,21,3,3_ref_104_rule,294559,376731.0,405456,82172.0,3.0,103177.0,21005.0
415,21,76,76_ref_101_rule,433628,444496.0,467712,10868.0,,,
416,21,27,27_ref_103_rule,490863,512269.0,539921,21406.0,15.0,32861.0,11455.0
417,21,27,27_ref_104_rule,490863,518148.0,539921,27285.0,3.0,40589.0,13304.0
418,21,11,11_ref_101_rule,559275,574013.0,593026,14738.0,0.0,-1.0,
419,21,20,20_ref_100_rule,609231,616963.0,631432,7732.0,3.0,14448.0,6716.0
420,21,20,20_ref_101_rule,609231,621501.0,631432,12270.0,1.0,19778.0,7508.0
421,21,60,60_ref_101_rule,661862,670680.0,688967,8818.0,1.0,17870.0,9052.0
422,21,60,60_ref_100_rule,661862,682454.0,688967,20592.0,8.0,21259.0,667.0
423,21,28,28_ref_101_rule,701700,717960.0,746568,16260.0,0.0,-1.0,
424,21,28,28_ref_103_rule,701700,723930.0,746568,22230.0,2.0,22959.0,729.0
425,21,5,5_ref_100_rule,766163,778305.0,831742,12142.0,3.0,56453.0,44311.0
426,21,5,5_ref_101_rule,766163,783909.0,831742,17746.0,1.0,61241.0,43495.0
427,21,5,5_ref_103_rule,766163,786948.0,831742,20785.0,17.0,32710.0,11925.0
428,21,5,5_ref_104_rule,766163,792144.0,831742,25981.0,2.0,52730.0,26749.0
429,21,72,72_ref_100_rule,864845,875954.0,898038,11109.0,0.0,-1.0,
430,21,72,72_ref_102_rule,864845,881317.0,898038,16472.0,0.0,-1.0,
431,21,66,66_ref_101_rule,911929,923892.0,937178,11963.0,0.0,-1.0,
432,21,66,66_ref_100_rule,911929,926856.0,937178,14927.0,1.0,23209.0,8282.0
433,22,74,74_ref_101_rule,86055,119848.0,196287,33793.0,14.0,88480.0,54687.0
434,22,66,66_ref_101_rule,233394,264321.0,321166,30927.0,16.0,42779.0,11852.0
435,22,66,66_ref_100_rule,233394,273697.0,321166,40303.0,8.0,41888.0,1585.0
436,22,30,30_ref_100_rule,356058,365285.0,420497,9227.0,13.0,52913.0,43686.0
437,22,28,28_ref_100_rule,451766,466799.0,538823,15033.0,12.0,17147.0,2114.0
438,22,28,28_ref_101_rule,451766,486967.0,538823,35201.0,2.0,65122.0,29921.0
439,22,28,28_ref_104_rule,451766,502389.0,538823,50623.0,8.0,56919.0,6296.0
440,22,28,28_ref_103_rule,451766,507027.0,538823,55261.0,7.0,59909.0,4648.0
441,22,62,62_ref_100_rule,582609,612637.0,673045,30028.0,13.0,69551.0,39523.0
442,22,62,62_ref_101_rule,582609,618641.0,673045,36032.0,9.0,70367.0,34335.0
443,22,60,60_ref_101_rule,710852,727148.0,827197,16296.0,2.0,68793.0,52497.0
444,22,60,60_ref_100_rule,710852,745093.0,827197,34241.0,46.0,92310.0,58069.0
445,22,72,72_ref_100_rule,862972,884677.0,935247,21705.0,4.0,49091.0,27386.0
446,22,72,72_ref_102_rule,862972,900182.0,935247,37210.0,4.0,69268.0,32058.0
447,22,11,11_ref_101_rule,970938,985757.0,1039452,14819.0,11.0,48958.0,34139.0
448,22,9,9_ref_101_rule,1069861,1095606.0,1146149,25745.0,3.0,60691.0,34946.0
449,22,9,9_ref_100_rule,1069861,1112967.0,1146149,43106.0,1.0,67403.0,24297.0
450,22,27,27_ref_103_rule,1183915,1203540.0,1261735,19625.0,6.0,43520.0,23895.0
451,22,27,27_ref_102_rule,1183915,1215722.0,1261735,31807.0,5.0,67661.0,35854.0
452,22,27,27_ref_104_rule,1183915,1220552.0,1261735,36637.0,7.0,38848.0,2211.0
453,22,3,3_ref_106_rule,1285069,1305753.0,1407549,20684.0,4.0,102686.0,82002.0
454,22,3,3_ref_101_rule,1285069,1329168.0,1407549,44099.0,1.0,103502.0,59403.0
455,22,3,3_ref_100_rule,1285069,1337345.0,1407549,52276.0,1.0,104060.0,51784.0
456,22,3,3_ref_105_rule,1285069,1347404.0,1407549,62335.0,0.0,-1.0,
457,22,3,3_ref_102_rule,1285069,1358528.0,1407549,73459.0,2.0,105376.0,31917.0
458,22,3,3_ref_104_rule,1285069,1369178.0,1407549,84109.0,3.0,105484.0,21375.0
459,22,5,5_ref_100_rule,1448755,1483148.0,1605820,34393.0,19.0,45444.0,11051.0
460,22,5,5_ref_101_rule,1448755,1509436.0,1605820,60681.0,1.0,142283.0,81602.0
461,22,5,5_ref_103_rule,1448755,1525382.0,1605820,76627.0,18.0,116701.0,40074.0
462,22,5,5_ref_104_rule,1448755,1537106.0,1605820,88351.0,4.0,123296.0,34945.0
463,22,20,20_ref_100_rule,1640695,1649144.0,1714653,8449.0,9.0,37208.0,28759.0
464,22,20,20_ref_101_rule,1640695,1664249.0,1714653,23554.0,9.0,31762.0,8208.0
465,22,76,76_ref_101_rule,1748030,1764721.0,1799277,16691.0,,,
466,22,76,76_ref_100_rule,1748030,1771233.0,1799277,23203.0,,,
467,24,60,60_ref_101_rule,253320,265050.0,296049,11730.0,2.0,26906.0,15176.0
468,24,60,60_ref_100_rule,253320,269588.0,296049,16268.0,7.0,22451.0,6183.0
469,24,3,3_ref_106_rule,315919,334464.0,404332,18545.0,4.0,38232.0,19687.0
470,24,3,3_ref_101_rule,315919,346713.0,404332,30794.0,0.0,-1.0,
471,24,3,3_ref_100_rule,315919,351492.0,404332,35573.0,2.0,77571.0,41998.0
472,24,3,3_ref_105_rule,315919,360918.0,404332,44999.0,2.0,58309.0,13310.0
473,24,3,3_ref_102_rule,315919,370086.0,404332,54167.0,2.0,57851.0,3684.0
474,24,3,3_ref_104_rule,315919,380595.0,404332,64676.0,2.0,69760.0,5084.0
475,24,66,66_ref_101_rule,440941,466646.0,497402,25705.0,0.0,-1.0,
476,24,66,66_ref_100_rule,440941,474831.0,497402,33890.0,3.0,35642.0,1752.0
477,24,11,11_ref_101_rule,512507,526067.0,571607,13560.0,1.0,39289.0,25729.0
478,24,28,28_ref_100_rule,607783,635225.0,689150,27442.0,3.0,35383.0,7941.0
479,24,28,28_ref_101_rule,607783,650463.0,689150,42680.0,0.0,-1.0,
480,24,28,28_ref_104_rule,607783,663395.0,689150,55612.0,0.0,-1.0,
481,24,28,28_ref_103_rule,607783,671414.0,689150,63631.0,2.0,65104.0,1473.0
482,24,5,5_ref_100_rule,709045,737396.0,808868,28351.0,7.0,37723.0,9372.0
483,24,5,5_ref_101_rule,709045,742875.0,808868,33830.0,2.0,36158.0,2328.0
484,24,5,5_ref_103_rule,709045,753575.0,808868,44530.0,9.0,47316.0,2786.0
485,24,5,5_ref_104_rule,709045,761902.0,808868,52857.0,11.0,55402.0,2545.0
486,24,76,76_ref_101_rule,846608,873508.0,895949,26900.0,,,
487,24,74,74_ref_101_rule,915153,935527.0,943524,20374.0,1.0,25057.0,4683.0
488,24,62,62_ref_100_rule,959147,978461.0,1022203,19314.0,2.0,31320.0,12006.0
489,24,62,62_ref_101_rule,959147,981791.0,1022203,22644.0,6.0,26032.0,3388.0
490,24,20,20_ref_100_rule,1059410,1070623.0,1102081,11213.0,2.0,13191.0,1978.0
491,24,20,20_ref_101_rule,1059410,1086278.0,1102081,26868.0,5.0,29655.0,2787.0
492,24,27,27_ref_103_rule,1123890,1144566.0,1183066,20676.0,2.0,48733.0,28057.0
493,24,27,27_ref_102_rule,1123890,1159688.0,1183066,35798.0,2.0,51756.0,15958.0
494,24,27,27_ref_104_rule,1123890,1161686.0,1183066,37796.0,5.0,39148.0,1352.0
495,24,30,30_ref_100_rule,1207349,1217585.0,1241550,10236.0,3.0,11633.0,1397.0
496,24,72,72_ref_100_rule,1263859,1277005.0,1312667,13146.0,2.0,28480.0,15334.0
497,24,72,72_ref_102_rule,1263859,1282734.0,1312667,18875.0,3.0,25666.0,6791.0
498,24,9,9_ref_101_rule,1333861,1351739.0,1383084,17878.0,4.0,23566.0,5688.0
499,24,9,9_ref_100_rule,1333861,1370034.0,1383084,36173.0,2.0,41637.0,5464.0
500,25,62,62_ref_100_rule,62757,78622.0,96333,15865.0,3.0,28721.0,12856.0
501,25,20,20_ref_100_rule,135016,144978.0,168226,9962.0,8.0,23450.0,13488.0
502,25,20,20_ref_101_rule,135016,154729.0,168226,19713.0,8.0,20527.0,814.0
503,25,60,60_ref_101_rule,185755,192499.0,234205,6744.0,5.0,21110.0,14366.0
504,25,60,60_ref_100_rule,185755,217596.0,234205,31841.0,4.0,41130.0,9289.0
505,25,27,27_ref_103_rule,254999,272369.0,302158,17370.0,15.0,18070.0,700.0
506,25,9,9_ref_101_rule,318930,334096.0,355479,15166.0,3.0,24041.0,8875.0
507,25,9,9_ref_100_rule,318930,340266.0,355479,21336.0,4.0,28629.0,7293.0
508,25,30,30_ref_100_rule,374807,385372.0,409241,10565.0,6.0,26464.0,15899.0
509,25,3,3_ref_106_rule,430843,442668.0,518682,11825.0,10.0,15772.0,3947.0
510,25,3,3_ref_101_rule,430843,457606.0,518682,26763.0,7.0,31611.0,4848.0
511,25,3,3_ref_100_rule,430843,485376.0,518682,54533.0,0.0,-1.0,
512,25,3,3_ref_105_rule,430843,501954.0,518682,71111.0,3.0,72059.0,948.0
513,25,11,11_ref_101_rule,539086,550141.0,584029,11055.0,9.0,29787.0,18732.0
514,25,72,72_ref_100_rule,612776,623774.0,646927,10998.0,0.0,-1.0,
515,25,76,76_ref_101_rule,717028,726925.0,761596,9897.0,,,
516,25,28,28_ref_100_rule,775945,793864.0,823404,17919.0,11.0,18778.0,859.0
517,25,28,28_ref_101_rule,775945,814138.0,823404,38193.0,2.0,39465.0,1272.0
518,29,3,3_ref_106_rule,87682,107501.0,205684,19819.0,7.0,81876.0,62057.0
519,29,3,3_ref_101_rule,87682,123456.0,205684,35774.0,4.0,71034.0,35260.0
520,29,3,3_ref_100_rule,87682,131375.0,205684,43693.0,4.0,71650.0,27957.0
521,29,3,3_ref_105_rule,87682,141625.0,205684,53943.0,4.0,78862.0,24919.0
522,29,3,3_ref_102_rule,87682,149294.0,205684,61612.0,0.0,-1.0,
523,29,3,3_ref_104_rule,87682,157221.0,205684,69539.0,1.0,97266.0,27727.0
524,29,60,60_ref_101_rule,255724,269576.0,305582,13852.0,4.0,30746.0,16894.0
525,29,60,60_ref_100_rule,255724,281600.0,305582,25876.0,18.0,26540.0,664.0
526,29,66,66_ref_101_rule,329232,358158.0,404630,28926.0,6.0,56469.0,27543.0
527,29,66,66_ref_100_rule,329232,363970.0,404630,34738.0,5.0,54121.0,19383.0
528,29,5,5_ref_100_rule,418171,446149.0,539260,27978.0,8.0,103635.0,75657.0
529,29,5,5_ref_101_rule,418171,462345.0,539260,44174.0,2.0,105492.0,61318.0
530,29,5,5_ref_103_rule,418171,467599.0,539260,49428.0,28.0,90777.0,41349.0
531,29,5,5_ref_104_rule,418171,478199.0,539260,60028.0,2.0,96323.0,36295.0
532,29,72,72_ref_100_rule,585045,599138.0,637359,14093.0,1.0,46359.0,32266.0
533,29,72,72_ref_102_rule,585045,608523.0,637359,23478.0,0.0,-1.0,
534,29,76,76_ref_101_rule,662083,677744.0,711649,15661.0,,,
535,29,30,30_ref_100_rule,744093,759481.0,810422,15388.0,21.0,27672.0,12284.0
536,29,62,62_ref_100_rule,835290,867747.0,901734,32457.0,4.0,57594.0,25137.0
537,29,62,62_ref_101_rule,835290,877656.0,901734,42366.0,1.0,63939.0,21573.0
538,29,28,28_ref_100_rule,938059,950150.0,1015046,12091.0,6.0,44452.0,32361.0
539,29,28,28_ref_101_rule,938059,963423.0,1015046,25364.0,2.0,44843.0,19479.0
540,29,28,28_ref_104_rule,938059,969286.0,1015046,31227.0,17.0,50631.0,19404.0
541,29,28,28_ref_103_rule,938059,975081.0,1015046,37022.0,17.0,52421.0,15399.0
542,29,20,20_ref_100_rule,1035224,1045119.0,1091268,9895.0,11.0,32228.0,22333.0
543,29,20,20_ref_101_rule,1035224,1051755.0,1091268,16531.0,16.0,38948.0,22417.0
544,29,27,27_ref_103_rule,1115119,1133591.0,1184312,18472.0,7.0,52055.0,33583.0
545,29,27,27_ref_102_rule,1115119,1150270.0,1184312,35151.0,1.0,63971.0,28820.0
546,29,27,27_ref_104_rule,1115119,1157756.0,1184312,42637.0,10.0,57226.0,14589.0
547,29,11,11_ref_101_rule,1199651,1210523.0,1254962,10872.0,6.0,33093.0,22221.0
548,29,74,74_ref_101_rule,1281577,1296248.0,1322482,14671.0,3.0,26657.0,11986.0
549,29,9,9_ref_101_rule,1334365,1346468.0,1376661,12103.0,6.0,30662.0,18559.0
550,29,9,9_ref_100_rule,1334365,1356352.0,1376661,21987.0,5.0,28722.0,6735.0
551,30,3,3_ref_106_rule,52748,59805.0,145325,7057.0,2.0,70076.0,63019.0
552,30,3,3_ref_101_rule,52748,84978.0,145325,32230.0,2.0,68120.0,35890.0
553,30,3,3_ref_100_rule,52748,98368.0,145325,45620.0,5.0,72100.0,26480.0
554,30,3,3_ref_105_rule,52748,110267.0,145325,57519.0,6.0,68311.0,10792.0
555,30,3,3_ref_104_rule,52748,118402.0,145325,65654.0,6.0,66205.0,551.0
556,30,60,60_ref_101_rule,181642,187050.0,228351,5408.0,9.0,6312.0,904.0
557,30,60,60_ref_100_rule,181642,201323.0,228351,19681.0,19.0,32219.0,12538.0
558,30,20,20_ref_100_rule,256415,260952.0,281381,4537.0,4.0,18479.0,13942.0
559,30,20,20_ref_101_rule,256415,268230.0,281381,11815.0,2.0,21968.0,10153.0
560,30,74,74_ref_101_rule,300676,318009.0,359685,17333.0,3.0,19020.0,1687.0
561,30,66,66_ref_101_rule,373717,394476.0,421866,20759.0,5.0,29354.0,8595.0
562,30,66,66_ref_100_rule,373717,402886.0,421866,29169.0,4.0,38473.0,9304.0
563,30,30,30_ref_100_rule,439404,443530.0,485031,4126.0,18.0,16189.0,12063.0
564,30,11,11_ref_101_rule,510040,516091.0,548513,6051.0,4.0,26356.0,20305.0
565,30,28,28_ref_101_rule,577518,584664.0,633279,7146.0,1.0,28172.0,21026.0
566,30,28,28_ref_104_rule,577518,593948.0,633279,16430.0,1.0,46900.0,30470.0
567,30,28,28_ref_100_rule,577518,604124.0,633279,26606.0,4.0,31778.0,5172.0
568,30,28,28_ref_103_rule,577518,620878.0,633279,43360.0,7.0,43944.0,584.0
569,30,5,5_ref_100_rule,658953,674795.0,734376,15842.0,2.0,54238.0,38396.0
570,30,5,5_ref_101_rule,658953,682506.0,734376,23553.0,0.0,-1.0,
571,30,5,5_ref_103_rule,658953,688210.0,734376,29257.0,16.0,34418.0,5161.0
572,30,5,5_ref_104_rule,658953,699560.0,734376,40607.0,7.0,55670.0,15063.0
573,30,27,27_ref_103_rule,777871,790873.0,821581,13002.0,10.0,30104.0,17102.0
574,30,27,27_ref_102_rule,777871,800066.0,821581,22195.0,0.0,-1.0,
575,30,72,72_ref_100_rule,836979,843017.0,877708,6038.0,2.0,31236.0,25198.0
576,30,72,72_ref_102_rule,836979,847905.0,877708,10926.0,3.0,34367.0,23441.0
577,30,9,9_ref_101_rule,895713,906152.0,939815,10439.0,9.0,22218.0,11779.0
578,30,9,9_ref_100_rule,895713,915803.0,939815,20090.0,5.0,24941.0,4851.0
579,30,62,62_ref_100_rule,962974,973060.0,1000082,10086.0,4.0,30629.0,20543.0
580,30,62,62_ref_101_rule,962974,986375.0,1000082,23401.0,3.0,31878.0,8477.0
581,30,76,76_ref_101_rule,1039013,1043539.0,1075113,4526.0,,,
582,30,76,76_ref_100_rule,1039013,1053165.0,1075113,14152.0,,,
583,34,28,28_ref_100_rule,73223,92269.0,177159,19046.0,10.0,76039.0,56993.0
584,34,28,28_ref_101_rule,73223,97464.0,177159,24241.0,6.0,80053.0,55812.0
585,34,28,28_ref_104_rule,73223,110454.0,177159,37231.0,5.0,86098.0,48867.0
586,34,27,27_ref_103_rule,208296,231426.0,285476,23130.0,8.0,25907.0,2777.0
587,34,27,27_ref_102_rule,208296,248138.0,285476,39842.0,4.0,60983.0,21141.0
588,34,27,27_ref_104_rule,208296,254192.0,285476,45896.0,2.0,46843.0,947.0
589,34,11,11_ref_101_rule,308002,317334.0,383957,9332.0,7.0,58792.0,49460.0
590,34,76,76_ref_101_rule,411663,427314.0,486986,15651.0,,,
591,34,76,76_ref_100_rule,411663,441686.0,486986,30023.0,,,
592,34,30,30_ref_100_rule,506081,519468.0,570261,13387.0,22.0,29255.0,15868.0
593,34,60,60_ref_101_rule,623059,631772.0,677046,8713.0,13.0,27056.0,18343.0
594,34,60,60_ref_100_rule,623059,647043.0,677046,23984.0,29.0,36441.0,12457.0
595,34,20,20_ref_100_rule,706467,716214.0,773862,9747.0,17.0,35692.0,25945.0
596,34,20,20_ref_101_rule,706467,728496.0,773862,22029.0,9.0,45319.0,23290.0
597,34,5,5_ref_100_rule,798128,824704.0,940751,26576.0,3.0,121348.0,94772.0
598,34,5,5_ref_101_rule,798128,854838.0,940751,56710.0,5.0,125737.0,69027.0
599,34,5,5_ref_103_rule,798128,864947.0,940751,66819.0,17.0,122722.0,55903.0
600,34,5,5_ref_104_rule,798128,876063.0,940751,77935.0,3.0,137162.0,59227.0
