sc_id,msnv_id,num_processed,num_triggered,total,processed/triggered,triggered/total,processed/total
38,72,1,1,2,1.0,0.5,0.5
39,3,5,5,6,1.0,0.8333333333333334,0.8333333333333334
39,5,2,3,4,0.6666666666666666,0.75,0.5
39,9,1,1,2,1.0,0.5,0.5
39,20,1,1,2,1.0,0.5,0.5
39,27,1,2,3,0.5,0.6666666666666666,0.3333333333333333
39,28,3,3,4,1.0,0.75,0.75
39,60,1,1,2,1.0,0.5,0.5
39,62,1,1,2,1.0,0.5,0.5
39,66,1,1,2,1.0,0.5,0.5
39,72,1,1,2,1.0,0.5,0.5
41,3,0,5,6,0.0,0.8333333333333334,0.0
41,5,2,3,4,0.6666666666666666,0.75,0.5
41,9,0,1,2,0.0,0.5,0.0
41,20,0,1,2,0.0,0.5,0.0
41,27,0,2,3,0.0,0.6666666666666666,0.0
41,28,0,2,4,0.0,0.5,0.0
41,60,0,1,2,0.0,0.5,0.0
41,66,1,1,2,1.0,0.5,0.5
41,72,0,1,2,0.0,0.5,0.0
42,3,2,2,6,1.0,0.3333333333333333,0.3333333333333333
42,5,2,3,4,0.6666666666666666,0.75,0.5
42,9,1,1,2,1.0,0.5,0.5
42,20,1,1,2,1.0,0.5,0.5
42,27,2,2,3,1.0,0.6666666666666666,0.6666666666666666
42,28,2,3,4,0.6666666666666666,0.75,0.5
42,60,1,1,2,1.0,0.5,0.5
42,62,1,1,2,1.0,0.5,0.5
42,66,1,1,2,1.0,0.5,0.5
42,72,1,1,2,1.0,0.5,0.5
43,3,4,5,6,0.8,0.8333333333333334,0.6666666666666666
43,5,3,3,4,1.0,0.75,0.75
43,9,1,1,2,1.0,0.5,0.5
43,20,1,1,2,1.0,0.5,0.5
43,27,2,2,3,1.0,0.6666666666666666,0.6666666666666666
43,28,3,3,4,1.0,0.75,0.75
43,60,1,1,2,1.0,0.5,0.5
43,62,1,1,2,1.0,0.5,0.5
43,66,1,1,2,1.0,0.5,0.5
43,72,0,0,2,,0.0,0.0
44,3,5,5,6,1.0,0.8333333333333334,0.8333333333333334
44,5,3,3,4,1.0,0.75,0.75
44,9,1,1,2,1.0,0.5,0.5
44,20,1,1,2,1.0,0.5,0.5
44,27,2,2,3,1.0,0.6666666666666666,0.6666666666666666
44,28,2,3,4,0.6666666666666666,0.75,0.5
44,60,1,1,2,1.0,0.5,0.5
44,62,1,1,2,1.0,0.5,0.5
44,66,1,1,2,1.0,0.5,0.5
44,72,1,1,2,1.0,0.5,0.5
46,3,5,5,6,1.0,0.8333333333333334,0.8333333333333334
46,5,3,3,4,1.0,0.75,0.75
46,9,1,1,2,1.0,0.5,0.5
46,20,1,1,2,1.0,0.5,0.5
46,27,2,2,3,1.0,0.6666666666666666,0.6666666666666666
46,28,2,3,4,0.6666666666666666,0.75,0.5
46,60,1,1,2,1.0,0.5,0.5
46,62,1,1,2,1.0,0.5,0.5
46,66,1,1,2,1.0,0.5,0.5
46,72,1,1,2,1.0,0.5,0.5
49,3,4,5,6,0.8,0.8333333333333334,0.6666666666666666
49,5,3,3,4,1.0,0.75,0.75
49,9,1,1,2,1.0,0.5,0.5
49,20,1,1,2,1.0,0.5,0.5
49,72,0,1,2,0.0,0.5,0.0
50,3,1,1,6,1.0,0.16666666666666666,0.16666666666666666
50,5,2,2,4,1.0,0.5,0.5
50,20,1,1,2,1.0,0.5,0.5
50,27,1,1,3,1.0,0.3333333333333333,0.3333333333333333
50,60,0,1,2,0.0,0.5,0.0
50,66,1,1,2,1.0,0.5,0.5
51,3,4,5,6,0.8,0.8333333333333334,0.6666666666666666
51,5,3,3,4,1.0,0.75,0.75
51,9,1,1,2,1.0,0.5,0.5
51,20,1,1,2,1.0,0.5,0.5
51,27,1,2,3,0.5,0.6666666666666666,0.3333333333333333
51,28,2,3,4,0.6666666666666666,0.75,0.5
51,60,1,1,2,1.0,0.5,0.5
51,62,1,1,2,1.0,0.5,0.5
51,66,1,1,2,1.0,0.5,0.5
51,72,0,1,2,0.0,0.5,0.0
54,3,4,5,6,0.8,0.8333333333333334,0.6666666666666666
54,5,3,3,4,1.0,0.75,0.75
54,9,1,1,2,1.0,0.5,0.5
54,20,1,1,2,1.0,0.5,0.5
54,27,2,2,3,1.0,0.6666666666666666,0.6666666666666666
54,28,3,3,4,1.0,0.75,0.75
54,60,1,1,2,1.0,0.5,0.5
54,62,1,1,2,1.0,0.5,0.5
54,66,1,1,2,1.0,0.5,0.5
54,72,1,1,2,1.0,0.5,0.5
56,3,1,5,6,0.2,0.8333333333333334,0.16666666666666666
56,5,1,3,4,0.3333333333333333,0.75,0.25
56,9,1,1,2,1.0,0.5,0.5
56,20,1,1,2,1.0,0.5,0.5
56,27,1,2,3,0.5,0.6666666666666666,0.3333333333333333
56,28,2,3,4,0.6666666666666666,0.75,0.5
56,60,1,1,2,1.0,0.5,0.5
56,62,1,1,2,1.0,0.5,0.5
56,66,1,1,2,1.0,0.5,0.5
60,3,3,5,6,0.6,0.8333333333333334,0.5
60,5,0,3,4,0.0,0.75,0.0
60,9,1,1,2,1.0,0.5,0.5
60,20,1,1,2,1.0,0.5,0.5
60,27,1,2,3,0.5,0.6666666666666666,0.3333333333333333
60,28,0,2,4,0.0,0.5,0.0
60,62,0,1,2,0.0,0.5,0.0
60,66,1,1,2,1.0,0.5,0.5
60,72,1,1,2,1.0,0.5,0.5
63,3,4,5,6,0.8,0.8333333333333334,0.6666666666666666
63,5,3,3,4,1.0,0.75,0.75
63,9,1,1,2,1.0,0.5,0.5
63,20,1,1,2,1.0,0.5,0.5
63,27,1,2,3,0.5,0.6666666666666666,0.3333333333333333
63,28,2,2,4,1.0,0.5,0.5
63,60,1,1,2,1.0,0.5,0.5
63,66,1,1,2,1.0,0.5,0.5
63,72,1,1,2,1.0,0.5,0.5
66,3,4,5,6,0.8,0.8333333333333334,0.6666666666666666
66,5,2,3,4,0.6666666666666666,0.75,0.5
66,9,1,1,2,1.0,0.5,0.5
66,20,1,1,2,1.0,0.5,0.5
66,27,2,2,3,1.0,0.6666666666666666,0.6666666666666666
66,28,2,3,4,0.6666666666666666,0.75,0.5
66,60,1,1,2,1.0,0.5,0.5
66,62,1,1,2,1.0,0.5,0.5
66,66,1,1,2,1.0,0.5,0.5
66,72,1,1,2,1.0,0.5,0.5
68,3,3,5,6,0.6,0.8333333333333334,0.5
68,5,3,3,4,1.0,0.75,0.75
68,9,1,1,2,1.0,0.5,0.5
68,20,1,1,2,1.0,0.5,0.5
68,27,1,2,3,0.5,0.6666666666666666,0.3333333333333333
68,28,3,3,4,1.0,0.75,0.75
68,62,1,1,2,1.0,0.5,0.5
68,72,1,1,2,1.0,0.5,0.5
69,3,4,4,6,1.0,0.6666666666666666,0.6666666666666666
69,5,3,3,4,1.0,0.75,0.75
69,9,1,1,2,1.0,0.5,0.5
69,20,1,1,2,1.0,0.5,0.5
69,28,3,3,4,1.0,0.75,0.75
69,60,1,1,2,1.0,0.5,0.5
69,62,1,1,2,1.0,0.5,0.5
69,66,0,0,2,,0.0,0.0
69,72,1,1,2,1.0,0.5,0.5
71,3,5,5,6,1.0,0.8333333333333334,0.8333333333333334
71,5,2,2,4,1.0,0.5,0.5
