sc_id,msnv_id,num_imm_processed,num_triggered,imm_processed/triggered
42,28,0,3,0.0
42,60,1,1,1.0
42,62,1,1,1.0
42,66,1,1,1.0
42,72,1,1,1.0
43,3,0,5,0.0
43,5,0,3,0.0
43,9,0,1,0.0
43,20,0,1,0.0
43,27,1,2,0.5
43,28,0,3,0.0
43,60,0,1,0.0
43,62,0,1,0.0
43,66,0,1,0.0
43,72,0,0,
44,3,5,5,1.0
44,5,3,3,1.0
44,9,1,1,1.0
44,20,1,1,1.0
44,27,2,2,1.0
44,28,1,3,0.3333333333333333
44,60,0,1,0.0
44,62,1,1,1.0
44,66,1,1,1.0
44,72,0,1,0.0
46,3,3,5,0.6
46,5,1,3,0.3333333333333333
46,9,0,1,0.0
46,20,0,1,0.0
46,27,0,2,0.0
46,28,0,3,0.0
46,60,1,1,1.0
46,62,1,1,1.0
46,66,0,1,0.0
46,72,0,1,0.0
49,3,2,5,0.4
49,5,2,3,0.6666666666666666
49,9,1,1,1.0
49,20,1,1,1.0
49,72,0,1,0.0
50,3,1,1,1.0
50,5,0,2,0.0
50,20,1,1,1.0
50,27,0,1,0.0
50,60,0,1,0.0
50,66,0,1,0.0
51,3,0,5,0.0
51,5,0,3,0.0
51,9,0,1,0.0
51,20,0,1,0.0
51,27,0,2,0.0
51,28,1,3,0.3333333333333333
51,60,0,1,0.0
51,62,0,1,0.0
51,66,0,1,0.0
51,72,0,1,0.0
54,3,1,5,0.2
54,5,0,3,0.0
54,9,0,1,0.0
54,20,1,1,1.0
54,27,2,2,1.0
54,28,0,3,0.0
54,60,0,1,0.0
54,62,0,1,0.0
54,66,0,1,0.0
54,72,0,1,0.0
56,3,0,5,0.0
56,5,0,3,0.0
56,9,0,1,0.0
56,20,0,1,0.0
56,27,0,2,0.0
56,28,0,3,0.0
56,60,1,1,1.0
56,62,0,1,0.0
56,66,0,1,0.0
60,3,1,5,0.2
60,5,0,3,0.0
60,9,0,1,0.0
60,20,0,1,0.0
60,27,1,2,0.5
60,28,0,2,0.0
60,62,0,1,0.0
60,66,0,1,0.0
60,72,0,1,0.0
63,3,0,5,0.0
63,5,0,3,0.0
63,9,0,1,0.0
63,20,0,1,0.0
63,27,0,2,0.0
63,28,0,2,0.0
63,60,0,1,0.0
63,66,0,1,0.0
63,72,0,1,0.0
66,3,0,5,0.0
66,5,0,3,0.0
66,9,0,1,0.0
66,20,0,1,0.0
66,27,0,2,0.0
66,28,0,3,0.0
66,60,0,1,0.0
66,62,0,1,0.0
66,66,0,1,0.0
66,72,0,1,0.0
68,3,0,5,0.0
68,5,0,3,0.0
68,9,0,1,0.0
68,20,0,1,0.0
68,27,0,2,0.0
68,28,0,3,0.0
68,62,0,1,0.0
68,72,0,1,0.0
69,3,4,4,1.0
69,5,2,3,0.6666666666666666
69,9,1,1,1.0
69,20,1,1,1.0
69,28,2,3,0.6666666666666666
69,60,0,1,0.0
69,62,1,1,1.0
69,66,0,0,
69,72,1,1,1.0
71,3,0,5,0.0
71,5,2,2,1.0
71,9,0,1,0.0
71,20,0,1,0.0
71,27,0,2,0.0
71,28,1,3,0.3333333333333333
71,60,0,1,0.0
71,62,0,1,0.0
71,72,0,1,0.0
73,3,0,5,0.0
73,5,0,3,0.0
73,9,0,1,0.0
73,20,0,1,0.0
73,27,0,2,0.0
73,28,1,2,0.5
73,72,0,1,0.0
75,3,1,5,0.2
75,5,1,3,0.3333333333333333
75,9,0,1,0.0
75,20,1,1,1.0
75,27,0,2,0.0
75,28,1,3,0.3333333333333333
75,60,0,1,0.0
75,62,1,1,1.0
75,66,0,1,0.0
75,72,0,1,0.0
77,3,1,5,0.2
77,5,0,3,0.0
77,9,0,1,0.0
77,20,0,1,0.0
77,27,0,2,0.0
77,28,1,3,0.3333333333333333
77,60,0,1,0.0
77,62,0,1,0.0
77,66,0,1,0.0
77,72,0,1,0.0
78,3,1,5,0.2
78,5,0,3,0.0
78,9,0,1,0.0
78,20,0,1,0.0
78,28,0,2,0.0
78,62,0,1,0.0
78,72,0,1,0.0
81,3,1,5,0.2
81,5,0,0,
81,9,1,1,1.0
81,20,0,1,0.0
81,27,1,2,0.5
81,28,1,3,0.3333333333333333
81,60,0,0,
81,62,1,1,1.0
81,66,0,1,0.0
81,72,0,1,0.0
85,3,1,2,0.5
85,5,0,3,0.0
85,9,0,1,0.0
85,20,0,1,0.0
85,27,0,2,0.0
85,28,0,2,0.0
85,60,0,1,0.0
85,62,0,1,0.0
