,sc_id,msnv_id,intervention,seg_start_stamp,trigger_start_stamp,fade_stamp,seg_end_stamp,firstfixation_stamp,trigger_delay,numfixations,timetofirstfixation,trigger_to_fixation_time,imm_processed
76,5,27,27_ref_104_rule,914246,936017.0,952195.0,964203,938429.0,21771.0,7.0,24183.0,2412.0,1
77,5,27,27_ref_102_rule,914246,952195.0,964203.0,964203,-1.0,37949.0,0.0,-1.0,,0
78,5,28,28_ref_100_rule,508486,513806.0,517078.0,564855,524417.0,5320.0,3.0,15931.0,10611.0,0
79,5,28,28_ref_101_rule,508486,517078.0,524056.0,564855,-1.0,8592.0,0.0,-1.0,,0
80,5,28,28_ref_103_rule,508486,524056.0,543607.0,564855,525699.0,15570.0,10.0,17213.0,1643.0,1
81,5,28,28_ref_104_rule,508486,543607.0,564855.0,564855,546867.0,35121.0,5.0,38381.0,3260.0,1
82,5,30,30_ref_100_rule,430991,436816.0,488359.0,488359,448670.0,5825.0,23.0,17679.0,11854.0,1
83,5,60,60_ref_101_rule,877746,887938.0,897447.0,900131,890970.0,10192.0,6.0,13224.0,3032.0,1
84,5,60,60_ref_100_rule,877746,897447.0,900131.0,900131,-1.0,19701.0,0.0,-1.0,,0
85,5,62,62_ref_101_rule,751798,765392.0,784043.0,811158,777996.0,13594.0,3.0,26198.0,12604.0,1
86,5,62,62_ref_100_rule,751798,784043.0,811158.0,811158,794343.0,32245.0,4.0,42545.0,10300.0,1
87,5,66,66_ref_101_rule,126577,142721.0,145918.0,176426,151710.0,16144.0,8.0,25133.0,8989.0,0
88,5,66,66_ref_100_rule,126577,145918.0,176426.0,176426,161411.0,19341.0,1.0,34834.0,15493.0,1
89,5,72,72_ref_100_rule,986621,993755.0,999301.0,1033988,1009738.0,7134.0,2.0,23117.0,15983.0,0
90,5,72,72_ref_102_rule,986621,999301.0,1033988.0,1033988,1002893.0,12680.0,1.0,16272.0,3592.0,1
91,5,74,74_ref_101_rule,589629,602478.0,634214.0,634214,614062.0,12849.0,2.0,24433.0,11584.0,1
92,6,3,3_ref_106_rule,380396,387219.0,394838.0,421809,413365.0,6823.0,2.0,32969.0,26146.0,0
93,6,3,3_ref_101_rule,380396,394838.0,399027.0,421809,-1.0,14442.0,0.0,-1.0,,0
94,6,3,3_ref_100_rule,380396,399027.0,405388.0,421809,-1.0,18631.0,0.0,-1.0,,0
95,6,3,3_ref_105_rule,380396,405388.0,407587.0,421809,414947.0,24992.0,1.0,34551.0,9559.0,0
96,6,3,3_ref_102_rule,380396,407587.0,409260.0,421809,416571.0,27191.0,2.0,36175.0,8984.0,0
97,6,3,3_ref_104_rule,380396,409260.0,421809.0,421809,416704.0,28864.0,1.0,36308.0,7444.0,1
98,6,5,5_ref_100_rule,655655,671157.0,674954.0,701397,673425.0,15502.0,2.0,17770.0,2268.0,1
99,6,5,5_ref_101_rule,655655,674954.0,680108.0,701397,676490.0,19299.0,1.0,20835.0,1536.0,1
100,6,5,5_ref_103_rule,655655,680108.0,684921.0,701397,685542.0,24453.0,7.0,29887.0,5434.0,0
101,6,5,5_ref_104_rule,655655,684921.0,701397.0,701397,686100.0,29266.0,2.0,30445.0,1179.0,1
102,6,9,9_ref_101_rule,321412,334876.0,340522.0,352957,346087.0,13464.0,2.0,24675.0,11211.0,0
103,6,9,9_ref_100_rule,321412,340522.0,352957.0,352957,347111.0,19110.0,4.0,25699.0,6589.0,1
104,6,20,20_ref_100_rule,241434,245521.0,251491.0,265593,255416.0,4087.0,5.0,13982.0,9895.0,0
105,6,20,20_ref_101_rule,241434,251491.0,265593.0,265593,258814.0,10057.0,11.0,17380.0,7323.0,1
106,6,27,27_ref_103_rule,121784,132658.0,139136.0,157709,144010.0,10874.0,9.0,22226.0,11352.0,0
107,6,27,27_ref_102_rule,121784,139136.0,141301.0,157709,156935.0,17352.0,1.0,35151.0,17799.0,0
108,6,27,27_ref_104_rule,121784,141301.0,157709.0,157709,149065.0,19517.0,1.0,27281.0,7764.0,1
109,6,28,28_ref_101_rule,522997,531083.0,536845.0,551793,-1.0,8086.0,0.0,-1.0,,0
110,6,28,28_ref_104_rule,522997,536845.0,539484.0,551793,-1.0,13848.0,0.0,-1.0,,0
111,6,28,28_ref_103_rule,522997,539484.0,551793.0,551793,546889.0,16487.0,4.0,23892.0,7405.0,1
112,6,30,30_ref_100_rule,484074,488632.0,507483.0,507483,496107.0,4558.0,10.0,12033.0,7475.0,1
113,6,60,60_ref_101_rule,281224,288829.0,291827.0,306622,295730.0,7605.0,3.0,14506.0,6901.0,0
114,6,60,60_ref_100_rule,281224,291827.0,306622.0,306622,297620.0,10603.0,10.0,16396.0,5793.0,1
115,6,66,66_ref_101_rule,64233,79558.0,82472.0,96168,83744.0,15325.0,2.0,19511.0,4186.0,0
116,6,66,66_ref_100_rule,64233,82472.0,96168.0,96168,90372.0,18239.0,3.0,26139.0,7900.0,1
117,6,72,72_ref_100_rule,606322,611745.0,631096.0,631096,622069.0,5423.0,1.0,15747.0,10324.0,1
118,6,74,74_ref_101_rule,447191,457873.0,470858.0,470858,-1.0,10682.0,0.0,-1.0,,0
119,9,3,3_ref_106_rule,987570,1000612.0,1018015.0,1091737,1075266.0,13042.0,2.0,87696.0,74654.0,0
120,9,3,3_ref_101_rule,987570,1018015.0,1026083.0,1091737,1079480.0,30445.0,3.0,91910.0,61465.0,0
121,9,3,3_ref_100_rule,987570,1026083.0,1037707.0,1091737,1079297.0,38513.0,4.0,91727.0,53214.0,0
122,9,3,3_ref_105_rule,987570,1037707.0,1051488.0,1091737,1077565.0,50137.0,5.0,89995.0,39858.0,0
123,9,3,3_ref_102_rule,987570,1051488.0,1059873.0,1091737,-1.0,63918.0,0.0,-1.0,,0
124,9,3,3_ref_104_rule,987570,1059873.0,1091737.0,1091737,-1.0,72303.0,0.0,-1.0,,0
125,9,5,5_ref_100_rule,1349792,1375863.0,1387645.0,1457066,1436422.0,26071.0,13.0,86630.0,60559.0,0
126,9,5,5_ref_101_rule,1349792,1387645.0,1399103.0,1457066,1438771.0,37853.0,4.0,88979.0,51126.0,0
127,9,5,5_ref_103_rule,1349792,1399103.0,1406014.0,1457066,1435115.0,49311.0,12.0,85323.0,36012.0,0
128,9,5,5_ref_104_rule,1349792,1406014.0,1457066.0,1457066,1408026.0,56222.0,7.0,58234.0,2012.0,1
129,9,9,9_ref_101_rule,56001,72841.0,94016.0,142224,74654.0,16840.0,11.0,18653.0,1813.0,1
130,9,9,9_ref_100_rule,56001,94016.0,142224.0,142224,118339.0,38015.0,2.0,62338.0,24323.0,1
131,9,11,11_ref_101_rule,714393,726206.0,787108.0,787108,768813.0,11813.0,4.0,54420.0,42607.0,1
132,9,20,20_ref_100_rule,523993,530345.0,543143.0,586582,554263.0,6352.0,15.0,30270.0,23918.0,0
133,9,20,20_ref_101_rule,523993,543143.0,586582.0,586582,561633.0,19150.0,20.0,37640.0,18490.0,1
134,9,27,27_ref_103_rule,1266792,1281755.0,1293770.0,1322927,1322053.0,14963.0,1.0,55261.0,40298.0,0
135,9,27,27_ref_102_rule,1266792,1293770.0,1299849.0,1322927,1312085.0,26978.0,2.0,45293.0,18315.0,0
136,9,27,27_ref_104_rule,1266792,1299849.0,1322927.0,1322927,1314117.0,33057.0,6.0,47325.0,14268.0,1
137,9,28,28_ref_100_rule,1494491,1501813.0,1507850.0,1542781,1527451.0,7322.0,2.0,32960.0,25638.0,0
138,9,28,28_ref_101_rule,1494491,1507850.0,1517617.0,1542781,1527267.0,13359.0,4.0,32776.0,19417.0,0
139,9,28,28_ref_104_rule,1494491,1517617.0,1522654.0,1542781,1526160.0,23126.0,6.0,31669.0,8543.0,0
140,9,28,28_ref_103_rule,1494491,1522654.0,1542781.0,1542781,1525910.0,28163.0,5.0,31419.0,3256.0,1
141,9,30,30_ref_100_rule,195788,206843.0,263315.0,263315,234545.0,11055.0,30.0,38757.0,27702.0,1
142,9,60,60_ref_101_rule,611607,617634.0,638892.0,682240,650288.0,6027.0,9.0,38681.0,32654.0,0
143,9,60,60_ref_100_rule,611607,638892.0,682240.0,682240,641794.0,27285.0,22.0,30187.0,2902.0,1
144,9,62,62_ref_100_rule,1133251,1160501.0,1166139.0,1213744,1169259.0,27250.0,4.0,36008.0,8758.0,0
145,9,62,62_ref_101_rule,1133251,1166139.0,1213744.0,1213744,1169459.0,32888.0,2.0,36208.0,3320.0,1
146,9,66,66_ref_101_rule,822360,851805.0,858542.0,892302,866562.0,29445.0,5.0,44202.0,14757.0,0
147,9,66,66_ref_100_rule,822360,858542.0,892302.0,892302,867728.0,36182.0,6.0,45368.0,9186.0,1
148,9,72,72_ref_100_rule,319652,329163.0,340712.0,399178,376744.0,9511.0,2.0,57092.0,47581.0,0
149,9,72,72_ref_102_rule,319652,340712.0,399178.0,399178,366152.0,21060.0,5.0,46500.0,25440.0,1
150,9,74,74_ref_101_rule,438060,462166.0,490040.0,490040,474001.0,24106.0,3.0,35941.0,11835.0,1
151,10,3,3_ref_106_rule,872729,899789.0,932447.0,1014496,987148.0,27060.0,6.0,114419.0,87359.0,0
152,10,3,3_ref_101_rule,872729,932447.0,940057.0,1014496,985758.0,59718.0,6.0,113029.0,53311.0,0
153,10,3,3_ref_100_rule,872729,940057.0,963772.0,1014496,986815.0,67328.0,5.0,114086.0,46758.0,0
154,10,3,3_ref_105_rule,872729,963772.0,969334.0,1014496,987964.0,91043.0,9.0,115235.0,24192.0,0
155,10,3,3_ref_102_rule,872729,969334.0,976471.0,1014496,992861.0,96605.0,2.0,120132.0,23527.0,0
156,10,3,3_ref_104_rule,872729,976471.0,1014496.0,1014496,995085.0,103742.0,1.0,122356.0,18614.0,1
157,10,5,5_ref_100_rule,662291,690927.0,698737.0,795580,776610.0,28636.0,8.0,114319.0,85683.0,0
158,10,5,5_ref_101_rule,662291,698737.0,711028.0,795580,785262.0,36446.0,3.0,122971.0,86525.0,0
159,10,5,5_ref_103_rule,662291,711028.0,728064.0,795580,781490.0,48737.0,9.0,119199.0,70462.0,0
160,10,5,5_ref_104_rule,662291,728064.0,795580.0,795580,789900.0,65773.0,3.0,127609.0,61836.0,1
161,10,9,9_ref_101_rule,1642067,1661850.0,1667870.0,1698743,1687418.0,19783.0,2.0,45351.0,25568.0,0
162,10,9,9_ref_100_rule,1642067,1667870.0,1698743.0,1698743,1685428.0,25803.0,4.0,43361.0,17558.0,1
163,10,11,11_ref_101_rule,432436,443235.0,539460.0,539460,486981.0,10799.0,19.0,54545.0,43746.0,1
164,10,20,20_ref_100_rule,337552,346402.0,354479.0,419537,373152.0,8850.0,17.0,35600.0,26750.0,0
165,10,20,20_ref_101_rule,337552,354479.0,419537.0,419537,372836.0,16927.0,15.0,35284.0,18357.0,1
166,10,27,27_ref_103_rule,1543337,1556600.0,1582480.0,1624820,1600838.0,13263.0,3.0,57501.0,44238.0,0
167,10,27,27_ref_102_rule,1543337,1582480.0,1586951.0,1624820,1607766.0,39143.0,1.0,64429.0,25286.0,0
168,10,27,27_ref_104_rule,1543337,1586951.0,1624820.0,1624820,1601903.0,43614.0,6.0,58566.0,14952.0,1
169,10,28,28_ref_100_rule,172258,181362.0,188707.0,265536,209498.0,9104.0,9.0,37240.0,28136.0,0
170,10,28,28_ref_101_rule,172258,188707.0,194685.0,265536,214153.0,16449.0,4.0,41895.0,25446.0,0
171,10,28,28_ref_104_rule,172258,194685.0,199082.0,265536,220241.0,22427.0,15.0,47983.0,25556.0,0
172,10,28,28_ref_103_rule,172258,199082.0,265536.0,265536,227652.0,26824.0,8.0,55394.0,28570.0,1
173,10,30,30_ref_100_rule,1376836,1383077.0,1427400.0,1427400,1398063.0,6241.0,25.0,21227.0,14986.0,1
174,10,60,60_ref_101_rule,1447944,1475396.0,1480517.0,1497328,1491797.0,27452.0,1.0,43853.0,16401.0,0
175,10,60,60_ref_100_rule,1447944,1480517.0,1497328.0,1497328,1482021.0,32573.0,22.0,34077.0,1504.0,1
176,10,62,62_ref_100_rule,1034008,1060754.0,1068706.0,1142698,1129075.0,26746.0,11.0,95067.0,68321.0,0
177,10,62,62_ref_101_rule,1034008,1068706.0,1142698.0,1142698,1134804.0,34698.0,6.0,100796.0,66098.0,1
178,10,66,66_ref_101_rule,1210369,1231770.0,1239248.0,1275789,1251590.0,21401.0,10.0,41221.0,19820.0,0
179,10,66,66_ref_100_rule,1210369,1239248.0,1275789.0,1275789,1248309.0,28879.0,3.0,37940.0,9061.0,1
180,10,72,72_ref_100_rule,47236,61463.0,67658.0,147633,75199.0,14227.0,5.0,27963.0,13736.0,0
181,10,72,72_ref_102_rule,47236,67658.0,147633.0,147633,84085.0,20422.0,10.0,36849.0,16427.0,1
182,10,74,74_ref_101_rule,567083,608091.0,644064.0,644064,618755.0,41008.0,5.0,51672.0,10664.0,1
183,12,3,3_ref_106_rule,871126,891466.0,912150.0,987395,896033.0,20340.0,5.0,24907.0,4567.0,1
184,12,3,3_ref_101_rule,871126,912150.0,917762.0,987395,972255.0,41024.0,3.0,101129.0,60105.0,0
185,12,3,3_ref_100_rule,871126,917762.0,927904.0,987395,971697.0,46636.0,7.0,100571.0,53935.0,0
186,12,3,3_ref_105_rule,871126,927904.0,939604.0,987395,-1.0,56778.0,0.0,-1.0,,0
187,12,3,3_ref_102_rule,871126,939604.0,948821.0,987395,-1.0,68478.0,0.0,-1.0,,0
188,12,3,3_ref_104_rule,871126,948821.0,987395.0,987395,-1.0,77695.0,0.0,-1.0,,0
189,12,5,5_ref_100_rule,503049,535447.0,549594.0,676637,575366.0,32398.0,1.0,72317.0,39919.0,0
190,12,5,5_ref_103_rule,503049,549594.0,594443.0,676637,550508.0,46545.0,14.0,47459.0,914.0,1
191,12,5,5_ref_101_rule,503049,594443.0,618083.0,676637,-1.0,91394.0,0.0,-1.0,,0
192,12,5,5_ref_104_rule,503049,618083.0,676637.0,676637,-1.0,115034.0,0.0,-1.0,,0
193,12,9,9_ref_101_rule,1040100,1066390.0,1074625.0,1110826,1085793.0,26290.0,6.0,45693.0,19403.0,0
194,12,9,9_ref_100_rule,1040100,1074625.0,1110826.0,1110826,1093538.0,34525.0,1.0,53438.0,18913.0,1
195,12,11,11_ref_101_rule,1155961,1173483.0,1211489.0,1211489,-1.0,17522.0,0.0,-1.0,,0
196,12,27,27_ref_103_rule,1415946,1439904.0,1447798.0,1467610,-1.0,23958.0,0.0,-1.0,,0
197,12,27,27_ref_102_rule,1415946,1447798.0,1450887.0,1467610,-1.0,31852.0,0.0,-1.0,,0
198,12,27,27_ref_104_rule,1415946,1450887.0,1467610.0,1467610,-1.0,34941.0,0.0,-1.0,,0
199,12,28,28_ref_100_rule,180949,211970.0,215650.0,310649,291937.0,31021.0,1.0,110988.0,79967.0,0
200,12,28,28_ref_101_rule,180949,215650.0,230505.0,310649,292604.0,34701.0,1.0,111655.0,76954.0,0
201,12,28,28_ref_104_rule,180949,230505.0,237067.0,310649,258086.0,49556.0,2.0,77137.0,27581.0,0
202,12,28,28_ref_103_rule,180949,237067.0,310649.0,310649,242514.0,56118.0,1.0,61565.0,5447.0,1
203,12,30,30_ref_100_rule,1252511,1271117.0,1284205.0,1284205,-1.0,18606.0,0.0,-1.0,,0
204,12,62,62_ref_100_rule,343785,379208.0,384371.0,453816,403934.0,35423.0,6.0,60149.0,24726.0,0
205,12,62,62_ref_101_rule,343785,384371.0,453816.0,453816,387104.0,40586.0,2.0,43319.0,2733.0,1
206,12,66,66_ref_101_rule,1488546,1521649.0,1535987.0,1571902,,33103.0,,,,0
207,12,66,66_ref_100_rule,1488546,1535987.0,1571902.0,1571902,,47441.0,,,,0
208,12,72,72_ref_100_rule,1318323,1336483.0,1345909.0,1394953,-1.0,18160.0,0.0,-1.0,,0
209,12,72,72_ref_102_rule,1318323,1345909.0,1394953.0,1394953,1360227.0,27586.0,3.0,41904.0,14318.0,1
210,12,74,74_ref_101_rule,711338,737051.0,752767.0,752767,744382.0,25713.0,4.0,33044.0,7331.0,1
211,13,3,3_ref_106_rule,922626,932403.0,956360.0,1009882,933552.0,9777.0,2.0,10926.0,1149.0,1
212,13,3,3_ref_101_rule,922626,956360.0,965935.0,1009882,958843.0,33734.0,4.0,36217.0,2483.0,1
213,13,3,3_ref_100_rule,922626,965935.0,975469.0,1009882,-1.0,43309.0,0.0,-1.0,,0
214,13,3,3_ref_105_rule,922626,975469.0,988901.0,1009882,1002187.0,52843.0,1.0,79561.0,26718.0,0
215,13,3,3_ref_102_rule,922626,988901.0,992839.0,1009882,-1.0,66275.0,0.0,-1.0,,0
216,13,3,3_ref_104_rule,922626,992839.0,1009882.0,1009882,994351.0,70213.0,1.0,71725.0,1512.0,1
217,13,5,5_ref_100_rule,1098670,1121962.0,1132463.0,1132463,1127058.0,23292.0,6.0,28388.0,5096.0,1
218,13,9,9_ref_101_rule,261905,287044.0,302340.0,358163,335512.0,25139.0,4.0,73607.0,48468.0,0
219,13,9,9_ref_100_rule,261905,302340.0,358163.0,358163,344897.0,40435.0,8.0,82992.0,42557.0,1
220,13,11,11_ref_101_rule,513471,532851.0,586153.0,586153,568715.0,19380.0,10.0,55244.0,35864.0,1
221,13,20,20_ref_100_rule,614475,621123.0,630807.0,656454,623369.0,6648.0,10.0,8894.0,2246.0,1
222,13,20,20_ref_101_rule,614475,630807.0,656454.0,656454,645337.0,16332.0,5.0,30862.0,14530.0,1
223,13,27,27_ref_103_rule,806117,819800.0,839443.0,860453,820914.0,13683.0,6.0,14797.0,1114.0,1
224,13,27,27_ref_102_rule,806117,839443.0,845197.0,860453,-1.0,33326.0,0.0,-1.0,,0
225,13,27,27_ref_104_rule,806117,845197.0,860453.0,860453,846463.0,39080.0,8.0,40346.0,1266.0,1
226,13,28,28_ref_100_rule,409194,418391.0,426718.0,479812,473799.0,9197.0,1.0,64605.0,55408.0,0
227,13,28,28_ref_101_rule,409194,426718.0,433704.0,479812,-1.0,17524.0,0.0,-1.0,,0
228,13,28,28_ref_104_rule,409194,433704.0,445378.0,479812,478546.0,24510.0,1.0,69352.0,44842.0,0
229,13,28,28_ref_103_rule,409194,445378.0,479812.0,479812,447976.0,36184.0,6.0,38782.0,2598.0,1
230,13,30,30_ref_100_rule,1268293,1274492.0,1302761.0,1302761,1284473.0,6199.0,10.0,16180.0,9981.0,1
231,13,60,60_ref_101_rule,738580,746433.0,751654.0,776204,761323.0,7853.0,5.0,22743.0,14890.0,0
