Sc_id	aoisequence	27_ref_102_rule_fixationrate	27_ref_102_rule_longestfixation	27_ref_102_rule_meanfixationduration	27_ref_102_rule_numfixations	27_ref_102_rule_numtransfrom_27_ref_102_rule	27_ref_102_rule_numtransfrom_27_ref_103_rule	27_ref_102_rule_numtransfrom_27_ref_104_rule	27_ref_102_rule_numtransfrom_Highlighted bars	27_ref_102_rule_proportionnum	27_ref_102_rule_proportiontime	27_ref_102_rule_proptransfrom_27_ref_102_rule	27_ref_102_rule_proptransfrom_27_ref_103_rule	27_ref_102_rule_proptransfrom_27_ref_104_rule	27_ref_102_rule_proptransfrom_Highlighted bars	27_ref_102_rule_stddevfixationduration	27_ref_102_rule_timetofirstfixation	27_ref_102_rule_timetolastfixation	27_ref_102_rule_totaltimespent	27_ref_104_rule_fixationrate	27_ref_104_rule_longestfixation	27_ref_104_rule_meanfixationduration	27_ref_104_rule_numfixations	27_ref_104_rule_numtransfrom_27_ref_102_rule	27_ref_104_rule_numtransfrom_27_ref_103_rule	27_ref_104_rule_numtransfrom_27_ref_104_rule	27_ref_104_rule_numtransfrom_Highlighted bars	27_ref_104_rule_proportionnum	27_ref_104_rule_proportiontime	27_ref_104_rule_proptransfrom_27_ref_102_rule	27_ref_104_rule_proptransfrom_27_ref_103_rule	27_ref_104_rule_proptransfrom_27_ref_104_rule	27_ref_104_rule_proptransfrom_Highlighted bars	27_ref_104_rule_stddevfixationduration	27_ref_104_rule_timetofirstfixation	27_ref_104_rule_timetolastfixation	27_ref_104_rule_totaltimespent	27_ref_103_rule_fixationrate	27_ref_103_rule_longestfixation	27_ref_103_rule_meanfixationduration	27_ref_103_rule_numfixations	27_ref_103_rule_numtransfrom_27_ref_102_rule	27_ref_103_rule_numtransfrom_27_ref_103_rule	27_ref_103_rule_numtransfrom_27_ref_104_rule	27_ref_103_rule_numtransfrom_Highlighted bars	27_ref_103_rule_proportionnum	27_ref_103_rule_proportiontime	27_ref_103_rule_proptransfrom_27_ref_102_rule	27_ref_103_rule_proptransfrom_27_ref_103_rule	27_ref_103_rule_proptransfrom_27_ref_104_rule	27_ref_103_rule_proptransfrom_Highlighted bars	27_ref_103_rule_stddevfixationduration	27_ref_103_rule_timetofirstfixation	27_ref_103_rule_timetolastfixation	27_ref_103_rule_totaltimespent	Highlighted bars_fixationrate	Highlighted bars_longestfixation	Highlighted bars_meanfixationduration	Highlighted bars_numfixations	Highlighted bars_numtransfrom_27_ref_102_rule	Highlighted bars_numtransfrom_27_ref_103_rule	Highlighted bars_numtransfrom_27_ref_104_rule	Highlighted bars_numtransfrom_Highlighted bars	Highlighted bars_proportionnum	Highlighted bars_proportiontime	Highlighted bars_proptransfrom_27_ref_102_rule	Highlighted bars_proptransfrom_27_ref_103_rule	Highlighted bars_proptransfrom_27_ref_104_rule	Highlighted bars_proptransfrom_Highlighted bars	Highlighted bars_stddevfixationduration	Highlighted bars_timetofirstfixation	Highlighted bars_timetolastfixation	Highlighted bars_totaltimespent
msnv60_allsc	[('Highlighted bars', 424732, 142), ('27_ref_103_rule', 424732, 142), ('Highlighted bars', 424890, 383), ('27_ref_103_rule', 424890, 383)]	-1	-1	-1	0	0	0	0	0	0.0	0.0	0	0	0	0	0	-1	-1	0	-1	-1	-1	0	0	0	0	0	0.0	0.0	0	0	0	0	0	-1	-1	0	0.00380952380952	383	262	2	0	1	0	1	0.000847816871556	0.000848874473294	0.0	0.5	0.0	0.5	170.414201286	-1	381585	525	0.00380952380952	383	262	2	0	1	0	1	0.000847816871556	0.000848874473294	0.0	0.5	0.0	0.5	170.414201286	-1	381585	525
11	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
27	[('Highlighted bars', 424732, 142), ('27_ref_103_rule', 424732, 142), ('Highlighted bars', 424890, 383), ('27_ref_103_rule', 424890, 383)]	0	-1	-1	0	0	0	0	0	0	0.0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0.0	0	0	0	0	0	-1	-1	0	0.00380952380952	383	262.5	2	0	1	0	1	0.0175438596491	0.0116770462633	0.0	0.5	0.0	0.5	170.412734266	15273	15431	525	0.00380952380952	383	262.5	2	0	1	0	1	0.0175438596491	0.0116770462633	0.0	0.5	0.0	0.5	170.412734266	15273	15431	525
20	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
30	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
28	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
62	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
60	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
76	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
3	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
74	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
5	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
72	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
66	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
9	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
msnv63_allsc	[('Highlighted bars', 483003, 125), ('27_ref_103_rule', 483003, 125), ('Highlighted bars', 483153, 366), ('27_ref_103_rule', 483153, 366), ('Highlighted bars', 483544, 208), ('27_ref_103_rule', 483544, 208), ('Highlighted bars', 484569, 366), ('27_ref_103_rule', 484569, 366), ('Highlighted bars', 485368, 283), ('27_ref_103_rule', 485368, 283), ('Highlighted bars', 487059, 125), ('27_ref_103_rule', 487059, 125), ('Highlighted bars', 488616, 533), ('27_ref_103_rule', 488616, 533), ('Highlighted bars', 491148, 333), ('27_ref_104_rule', 491148, 333), ('Highlighted bars', 499258, 566), ('27_ref_104_rule', 499258, 566), ('Highlighted bars', 499833, 225), ('27_ref_104_rule', 499833, 225), ('Highlighted bars', 501299, 425), ('27_ref_104_rule', 501299, 425)]	-1	-1	-1	0	0	0	0	0	0.0	0.0	0	0	0	0	0	-1	-1	0	0.0025823111685	566	387	4	0	0	1	1	0.00166666666667	0.00212165914019	0.0	0.0	0.5	0.5	144.504901878	-1	459813	1549	0.00348953140578	533	286	7	0	2	0	2	0.00291666666667	0.00274761022286	0.0	0.5	0.0	0.5	148.180070635	-1	447130	2006	0.00309423347398	566	323	11	0	2	1	3	0.00458333333333	0.00486926936305	0.0	0.333333333333	0.166666666667	0.5	148.387330996	-1	459813	3555
11	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
27	[('Highlighted bars', 483003, 125), ('27_ref_103_rule', 483003, 125), ('Highlighted bars', 483153, 366), ('27_ref_103_rule', 483153, 366), ('Highlighted bars', 483544, 208), ('27_ref_103_rule', 483544, 208), ('Highlighted bars', 484569, 366), ('27_ref_103_rule', 484569, 366), ('Highlighted bars', 485368, 283), ('27_ref_103_rule', 485368, 283), ('Highlighted bars', 487059, 125), ('27_ref_103_rule', 487059, 125), ('Highlighted bars', 488616, 533), ('27_ref_103_rule', 488616, 533), ('Highlighted bars', 491148, 333), ('27_ref_104_rule', 491148, 333), ('Highlighted bars', 499258, 566), ('27_ref_104_rule', 499258, 566), ('Highlighted bars', 499833, 225), ('27_ref_104_rule', 499833, 225), ('Highlighted bars', 501299, 425), ('27_ref_104_rule', 501299, 425)]	0	-1	-1	0	0	0	0	0	0	0.0	0	0	0	0	0	-1	-1	0	0.0025823111685	566	387.25	4	0	0	1	1	0.0425531914894	0.0213900051093	0.0	0.0	0.5	0.5	144.504613537	50415	60566	1549	0.00348953140578	533	286.571428571	7	0	2	0	2	0.0443037974684	0.0277006780176	0.0	0.5	0.0	0.5	148.178785192	42270	47883	2006	0.00309423347398	566	323.181818182	11	0	2	1	3	0.0696202531646	0.0490906831269	0.0	0.333333333333	0.166666666667	0.5	148.387208466	42270	60566	3555
20	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
30	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
28	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
62	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
60	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
76	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
3	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
74	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
5	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
72	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
66	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
9	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
msnv66_allsc	[('Highlighted bars', 986395, 150), ('27_ref_103_rule', 986395, 150), ('Highlighted bars', 986578, 250), ('27_ref_103_rule', 986578, 250), ('Highlighted bars', 986928, 258), ('27_ref_104_rule', 986928, 258), ('Highlighted bars', 987736, 266), ('27_ref_104_rule', 987736, 266), ('Highlighted bars', 988235, 258), ('27_ref_104_rule', 988235, 258), ('Highlighted bars', 989501, 241), ('27_ref_104_rule', 989501, 241), ('Highlighted bars', 989776, 225), ('27_ref_104_rule', 989776, 225), ('Highlighted bars', 992332, 325), ('27_ref_103_rule', 992332, 325), ('27_ref_102_rule', 993640, 358), ('Highlighted bars', 993640, 358), ('Highlighted bars', 996188, 241), ('27_ref_103_rule', 996188, 241), ('Highlighted bars', 998053, 142), ('27_ref_104_rule', 998053, 142)]	0.00279329608939	358	358	1	0	0	0	0	0.000392003136025	0.000499866655683	0	0	0	0	0	-1	951670	358	0.00431654676259	266	231	6	0	1	1	2	0.00235201881615	0.0019408230486	0.0	0.25	0.25	0.5	46.346520905	-1	956083	1390	0.00414078674948	325	241	4	0	1	0	1	0.0015680125441	0.001348802205	0.0	0.5	0.0	0.5	71.689143762	-1	954218	966	0.00405305821665	358	246	11	0	2	1	3	0.00431203449628	0.00378949190928	0.0	0.333333333333	0.166666666667	0.5	63.2550393249	-1	956083	2714
11	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
27	[('Highlighted bars', 986395, 150), ('27_ref_103_rule', 986395, 150), ('Highlighted bars', 986578, 250), ('27_ref_103_rule', 986578, 250), ('Highlighted bars', 986928, 258), ('27_ref_104_rule', 986928, 258), ('Highlighted bars', 987736, 266), ('27_ref_104_rule', 987736, 266), ('Highlighted bars', 988235, 258), ('27_ref_104_rule', 988235, 258), ('Highlighted bars', 989501, 241), ('27_ref_104_rule', 989501, 241), ('Highlighted bars', 989776, 225), ('27_ref_104_rule', 989776, 225), ('Highlighted bars', 992332, 325), ('27_ref_103_rule', 992332, 325), ('27_ref_102_rule', 993640, 358), ('Highlighted bars', 993640, 358), ('Highlighted bars', 996188, 241), ('27_ref_103_rule', 996188, 241), ('Highlighted bars', 998053, 142), ('27_ref_104_rule', 998053, 142)]	0.00279329608939	358	358.0	1	0	0	0	0	0.00833333333333	0.005964181591	0	0	0	0	0	52339	52339	358	0.00431654676259	266	231.666666667	6	0	1	1	2	0.0566037735849	0.0231570179092	0.0	0.25	0.25	0.5	46.3407667898	45627	56752	1390	0.00414078674948	325	241.5	4	0	1	0	1	0.0245398773006	0.0160932944606	0.0	0.5	0.0	0.5	71.6868188721	45094	54887	966	0.00405305821665	358	246.727272727	11	0	2	1	3	0.0674846625767	0.0452144939608	0.0	0.333333333333	0.166666666667	0.5	63.2504401709	45094	56752	2714
20	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
30	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
28	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
3	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
60	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
76	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
62	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
74	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
5	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
72	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
66	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
9	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
msnv68_allsc	[('Highlighted bars', 437469, 183), ('27_ref_104_rule', 437469, 183), ('Highlighted bars', 437678, 258), ('27_ref_104_rule', 437678, 258), ('Highlighted bars', 438052, 83), ('27_ref_104_rule', 438052, 83), ('Highlighted bars', 440900, 217), ('27_ref_104_rule', 440900, 217), ('Highlighted bars', 441733, 183), ('27_ref_103_rule', 441733, 183), ('Highlighted bars', 443057, 150), ('27_ref_103_rule', 443057, 150), ('Highlighted bars', 443523, 125), ('27_ref_103_rule', 443523, 125), ('Highlighted bars', 456115, 83), ('27_ref_103_rule', 456115, 83), ('Highlighted bars', 458047, 250), ('27_ref_104_rule', 458047, 250), ('Highlighted bars', 458313, 175), ('27_ref_104_rule', 458313, 175), ('Highlighted bars', 459554, 225), ('27_ref_104_rule', 459554, 225), ('Highlighted bars', 461519, 150), ('27_ref_103_rule', 461519, 150)]	-1	-1	-1	0	0	0	0	0	0.0	0.0	0	0	0	0	0	-1	-1	0	0.00503235082674	258	198	7	0	0	2	2	0.00242971190559	0.00186286825464	0.0	0.0	0.5	0.5	59.6838895069	-1	418833	1391	0.00723589001447	183	138	5	0	0	0	0	0.00173550850399	0.000925407594503	0	0	0	0	37.1045819273	-1	420798	691	0.00576368876081	258	173	12	0	0	2	2	0.00416522040958	0.00278827584914	0.0	0.0	0.5	0.5	58.4341120797	-1	420798	2082
11	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
27	[('Highlighted bars', 437469, 183), ('27_ref_104_rule', 437469, 183), ('Highlighted bars', 437678, 258), ('27_ref_104_rule', 437678, 258), ('Highlighted bars', 438052, 83), ('27_ref_104_rule', 438052, 83), ('Highlighted bars', 440900, 217), ('27_ref_104_rule', 440900, 217), ('Highlighted bars', 441733, 183), ('27_ref_103_rule', 441733, 183), ('Highlighted bars', 443057, 150), ('27_ref_103_rule', 443057, 150), ('Highlighted bars', 443523, 125), ('27_ref_103_rule', 443523, 125), ('Highlighted bars', 456115, 83), ('27_ref_103_rule', 456115, 83), ('Highlighted bars', 458047, 250), ('27_ref_104_rule', 458047, 250), ('Highlighted bars', 458313, 175), ('27_ref_104_rule', 458313, 175), ('Highlighted bars', 459554, 225), ('27_ref_104_rule', 459554, 225), ('Highlighted bars', 461519, 150), ('27_ref_103_rule', 461519, 150)]	0	-1	-1	0	0	0	0	0	0	0.0	0	0	0	0	0	-1	-1	0	0.00503235082674	258	198.714285714	7	0	0	2	2	0.0588235294118	0.0244390955251	0.0	0.0	0.5	0.5	59.6789027092	29870	51955	1391	0.00723589001447	183	138.2	5	0	0	0	0	0.0292397660819	0.012140485268	0	0	0	0	37.10390815	34134	53920	691	0.00576368876081	258	173.5	12	0	0	2	2	0.0701754385965	0.0365795807931	0.0	0.0	0.5	0.5	58.4317784024	29870	53920	2082
20	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
30	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
28	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
62	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
60	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
76	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
3	[]	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
